,index,src,to,to_hierarchy,src_hierarchy,clocent,weights,clo_rank,weight_rank,optimal
626,831,resp3025,resp4169,TL,E,0.7750773950364477,0.04615384615384615,16.0,12.0,False
627,832,resp3028,resp169,TL,E,0.8190731938053181,0.6260869565217391,3.0,1.0,False
628,833,resp303,resp4169,TL,E,0.8333136001029856,0.14823529411764708,9.0,5.0,False
629,834,resp3030,resp573,TL,E,0.807532973428535,0.5538461538461539,6.0,1.0,False
630,835,resp3032,resp2562,TL,E,0.8260071467687494,0.07764705882352943,4.0,10.0,False
631,837,resp3035,resp213,TL,E,0.7739794998642916,0.23294117647058826,1.0,3.0,False
632,838,resp3039,resp4801,TL,E,0.8666874588821778,0.27,1.0,2.0,False
633,839,resp304,resp3921,TL,E,0.7896387989607317,0.4666666666666666,2.0,3.0,False
634,840,resp3053,resp5884,TL,E,0.8899515435531464,0.4,1.0,4.0,False
635,841,resp3063,resp5484,TL,E,0.7136624070541091,0.26666666666666666,12.0,9.0,False
636,842,resp307,resp4098,MM,TL,0.8118174575943903,0.20571428571428574,1.0,1.0,True
637,843,resp3070,resp91,MM,TL,0.7148138770114177,0.12857142857142856,5.0,8.0,False
638,845,resp3072,resp4571,TM,MM,0.7880444126544796,0.20571428571428574,25.0,9.0,False
639,847,resp3079,resp460,TL,E,0.7113705605878501,0.18,4.0,4.0,True
640,848,resp308,resp5787,TL,E,0.6677847324571569,0.37894736842105264,1.0,2.0,False
641,852,resp3085,resp4812,TL,E,0.7857778547349519,0.27,8.0,7.0,False
642,853,resp3086,resp488,TL,E,0.7641297700739246,0.672,3.0,1.0,False
643,854,resp3089,resp4789,TL,E,0.8481895802352185,0.15157894736842106,2.0,7.0,False
644,860,resp3099,resp3595,TL,E,0.7093388648416561,0.12,5.0,7.0,False
645,861,resp3103,resp1603,TL,E,0.7377437236617996,0.48,1.0,1.0,True
646,862,resp3109,resp1687,TL,E,0.7293811438829684,0.5142857142857142,4.0,3.0,False
647,864,resp3110,resp4169,TL,E,0.8842438141992572,0.135,3.0,6.0,False
648,867,resp3119,resp1559,TL,E,0.651207017428844,0.21600000000000005,18.0,7.0,False
649,868,resp312,resp2950,TL,E,0.695199619476052,0.4,19.0,4.0,False
650,869,resp3121,resp4372,MM,TL,0.6642373721280866,0.075,4.0,6.0,False
651,870,resp3125,resp3488,MM,TL,0.010457460923624966,0.21333333333333326,3.0,2.0,False
652,872,resp3132,resp1124,MM,TL,0.8084091250000409,0.135,1.0,2.0,False
653,873,resp3135,resp553,TL,E,0.6214076283265412,0.12,9.0,6.0,False
654,875,resp3137,resp4923,TL,E,0.7999273778853128,0.06,2.0,5.0,False
655,876,resp3138,resp4774,TL,E,0.8971164529129725,0.45,2.0,3.0,False
656,877,resp314,resp3311,MM,TL,0.8038501288557194,0.18,2.0,2.0,True
657,878,resp3144,resp2834,TL,E,0.8231451153774143,0.5760000000000001,1.0,1.0,True
658,880,resp3147,resp1960,TL,E,0.7416536054092511,0.055000000000000014,1.0,4.0,False
659,881,resp3151,resp5788,TL,E,0.7484299072060009,0.24,12.0,7.0,False
660,882,resp3158,resp346,TL,E,0.678172679145498,0.4,7.0,4.0,False
661,883,resp3159,resp1188,MM,TL,0.8977060146563983,0.75,1.0,1.0,True
662,885,resp3160,resp11,MM,TL,0.733713534756201,0.4235294117647059,9.0,5.0,False
663,886,resp3163,resp474,MM,TL,0.7749488280433054,0.64,1.0,1.0,True
664,887,resp3168,resp5870,TL,E,0.7767617037437236,0.3085714285714285,2.0,2.0,True
665,888,resp3169,resp2562,TL,E,0.6314616059026091,0.28800000000000003,15.0,4.0,False
666,889,resp3170,resp4266,MM,TL,0.7968166356030444,0.4430769230769231,3.0,3.0,True
667,890,resp3173,resp5977,TL,E,0.7463172385551735,0.15428571428571428,4.0,4.0,True
668,891,resp3176,resp3613,TL,E,0.7231742201043615,0.48,1.0,3.0,False
669,892,resp3180,resp1376,TM,MM,0.8463035675865905,0.225,1.0,3.0,False
670,893,resp3182,resp1411,MM,TL,0.8886058344243417,0.375,1.0,2.0,False
671,894,resp3182,resp1723,MM,TL,0.8886058344243417,0.3,2.0,2.0,True
672,895,resp3184,resp3159,TL,E,0.7908410713009758,0.21600000000000005,6.0,6.0,True
673,896,resp3185,resp137,TL,E,0.6575195510260922,0.48,1.0,1.0,True
674,897,resp3194,resp1038,TM,MM,0.6564722397927846,0.29538461538461536,3.0,3.0,True
675,898,resp3196,resp6038,TL,E,0.7771542321853058,0.42857142857142855,1.0,1.0,True
676,899,resp3197,resp930,TL,E,0.7855620812150611,0.06666666666666668,5.0,9.0,False
677,900,resp3199,resp5298,TL,E,0.6607230780811908,0.32,3.0,6.0,False
678,901,resp3202,resp1811,MM,TL,0.6326009964610333,0.32,1.0,1.0,True
679,902,resp3203,resp2954,TL,E,0.7688247187104654,0.43200000000000005,14.0,7.0,False
680,903,resp3204,resp91,MM,TL,0.664420525011844,0.21818181818181814,10.0,4.0,False
681,904,resp3207,resp4181,TL,E,0.8035348935110701,0.18,1.0,4.0,False
682,905,resp321,resp4935,TL,E,0.8905368516122036,0.20571428571428574,2.0,17.0,False
683,906,resp3213,resp1703,MM,TL,0.0026143652309062416,0.24,5.0,4.0,False
684,909,resp3227,resp5535,TL,E,0.8003179292855107,0.2025,3.0,4.0,False
685,910,resp3229,resp3414,MM,TL,0.7622465392990388,0.4114285714285714,2.0,4.0,False
686,911,resp3232,resp5871,TL,E,0.7411707281622832,0.48,1.0,2.0,False
687,913,resp3238,resp930,TL,E,0.7703060141366127,0.32,9.0,2.0,False
688,915,resp3245,resp5523,TL,E,0.8517152565533528,0.4363636363636363,3.0,4.0,False
689,916,resp3248,resp4774,TL,E,0.7553620491049183,0.06,14.0,13.0,False
690,917,resp3251,resp3210,MM,TL,0.7469634006664767,0.5760000000000001,1.0,1.0,True
691,918,resp3251,resp5955,MM,TL,0.7469634006664767,0.048,2.0,4.0,False
692,919,resp3252,resp4541,TL,E,0.8070956094350483,0.27,1.0,1.0,True
693,921,resp3254,resp1944,MM,TL,0.8318335444852244,0.06,2.0,6.0,False
694,922,resp3257,resp4483,TL,E,0.6716877518869155,0.4363636363636363,4.0,2.0,False
695,923,resp3261,resp11,MM,TL,0.8249071794218732,0.3085714285714285,1.0,10.0,False
696,924,resp3264,resp1311,MM,TL,0.7413890469301597,0.5,1.0,1.0,True
697,926,resp3268,resp3193,TL,E,0.8139790192611127,0.54,1.0,1.0,True
698,927,resp3270,resp5298,TL,E,0.6611706735933544,0.5485714285714286,2.0,1.0,False
699,929,resp328,resp1723,MM,TL,0.8219481435905244,0.042,6.0,7.0,False
700,930,resp328,resp2918,MM,TL,0.8219481435905244,0.336,1.0,1.0,True
701,933,resp3282,resp573,TL,E,0.8870670397546314,0.48,2.0,5.0,False
702,934,resp3283,resp2373,TL,E,0.8546460806895636,0.6499999999999999,1.0,1.0,True
703,936,resp3287,resp2950,TL,E,0.7350393178613439,0.15,13.0,10.0,False
704,937,resp3296,resp6208,MM,TL,0.7313603174858351,0.5760000000000001,1.0,1.0,True
705,938,resp330,resp4799,TL,E,0.8248333467590812,0.54,4.0,2.0,False
706,940,resp3303,resp5267,TL,E,0.7872735955018447,0.6776470588235295,5.0,1.0,False
707,941,resp3307,resp5941,TL,E,0.7110440006530616,0.12,11.0,9.0,False
708,942,resp3308,resp5430,MM,TL,0.761489182507278,0.5538461538461538,1.0,1.0,True
709,943,resp3310,resp4448,TL,E,0.8410342013406318,0.055000000000000014,1.0,1.0,True
710,945,resp3311,resp3989,TM,MM,0.9101672308509623,0.07058823529411766,1.0,6.0,False
711,946,resp3312,resp488,TL,E,0.9312181820225461,0.27,1.0,7.0,False
712,947,resp3313,resp597,MM,TL,0.7593510829492671,0.18,4.0,3.0,False
713,948,resp3314,resp4269,TL,E,0.8492002190139268,0.08,2.0,3.0,False
714,951,resp3316,resp3608,TL,E,0.6934644144016343,0.32,10.0,6.0,False
715,952,resp3319,resp4823,TL,E,0.7385497556938874,0.5454545454545454,7.0,2.0,False
716,953,resp3320,resp3259,TL,E,0.7437437308360176,0.28800000000000003,3.0,7.0,False
717,954,resp3321,resp4330,TL,E,0.826125852707596,0.3,1.0,2.0,False
718,955,resp3321,resp828,TL,E,0.826125852707596,0.1125,1.0,4.0,False
719,956,resp3323,resp1703,MM,TL,0.011764643539078088,0.32,4.0,3.0,False
720,957,resp3325,resp2567,MM,TL,0.7732492960812223,0.051428571428571435,4.0,6.0,False
721,958,resp3328,resp3989,TM,MM,0.8097269229216475,0.05,10.0,9.0,False
722,959,resp333,resp1559,TL,E,0.6700993848590593,0.28800000000000003,17.0,6.0,False
723,960,resp3330,resp169,TL,E,0.76785234343385,0.21600000000000005,7.0,8.0,False
724,962,resp3331,resp3448,TL,E,0.7770246410516606,0.36,14.0,6.0,False
725,964,resp3352,resp930,TL,E,0.8578836995485037,0.24,1.0,4.0,False
726,965,resp3353,resp1349,TL,E,0.7286985827188989,0.6461538461538461,2.0,1.0,False
727,966,resp3354,resp2567,MM,TL,0.7584025089120862,0.04,7.0,7.0,True
728,967,resp3356,resp2333,TM,MM,0.8548689349478922,0.2571428571428571,2.0,1.0,False
729,968,resp3356,resp3447,TM,MM,0.8548689349478922,0.1714285714285714,4.0,2.0,False
730,969,resp3358,resp3595,TL,E,0.7643435525331452,0.43200000000000005,1.0,3.0,False
731,970,resp3359,resp3180,MM,TL,0.753677968992249,0.7854545454545454,1.0,1.0,True
732,972,resp3368,resp5944,MM,TL,0.7420602909744604,0.27,4.0,5.0,False
733,973,resp3371,resp4571,TM,MM,0.7887269319937368,0.08,24.0,14.0,False
734,975,resp338,resp4935,TL,E,0.8292111836137026,0.1963636363636364,6.0,18.0,False
735,978,resp3391,resp5846,TL,E,0.7102301485106512,0.5236363636363636,2.0,3.0,False
736,979,resp3392,resp1723,MM,TL,0.8794995078670367,0.16363636363636366,3.0,4.0,False
737,980,resp3392,resp2503,MM,TL,0.8794995078670367,0.5454545454545454,1.0,1.0,True
738,981,resp3393,resp4812,TL,E,0.7120503812877734,0.06,15.0,14.0,False
739,982,resp3394,resp5871,TL,E,0.019251234882127783,0.105,3.0,3.0,True
740,983,resp3397,resp5731,TL,E,0.7399833797230874,0.05538461538461538,12.0,11.0,False
741,984,resp340,resp5285,TL,E,0.591074624177309,0.37799999999999995,3.0,2.0,False
742,985,resp3402,resp2954,TL,E,0.738150665448995,0.2618181818181818,17.0,11.0,False
743,986,resp3404,resp4261,TL,E,0.7387647483459102,0.4,4.0,2.0,False
744,988,resp3409,resp4935,TL,E,0.7896387989607317,0.20571428571428574,15.0,17.0,False
745,989,resp3410,resp3448,TL,E,0.760343769560568,0.12705882352941175,16.0,16.0,True
746,990,resp3414,resp1376,TM,MM,0.7882717878156206,0.225,11.0,3.0,False
747,991,resp342,resp5838,TL,E,0.8707647124770403,0.3272727272727273,1.0,1.0,True
748,992,resp3421,resp169,TL,E,0.7761049111133862,0.28800000000000003,5.0,5.0,True
749,993,resp3428,resp1944,MM,TL,0.879169312288862,0.7304347826086958,1.0,1.0,True
750,994,resp3429,resp1376,TM,MM,0.7875108353770449,0.16500000000000006,12.0,5.0,False
751,995,resp343,resp5298,TL,E,0.6599610205179898,0.5,6.0,2.0,False
752,997,resp3434,resp4298,MM,TL,0.6173869931908565,0.36,3.0,3.0,True
753,998,resp3435,resp3448,TL,E,0.7514537344573666,0.18,19.0,14.0,False
754,999,resp3436,resp3392,TL,E,0.8210796042828321,0.048,1.0,1.0,True
755,1002,resp3441,resp716,TL,E,0.617596174493372,0.32,2.0,2.0,True
756,1004,resp3444,resp2954,TL,E,0.7689329124507848,0.5485714285714286,13.0,2.0,False
757,1005,resp3445,resp5941,TL,E,0.7499060178375129,0.3952941176470589,5.0,5.0,True
758,1006,resp3447,resp1147,TM,TM,0.7140043482718804,0.06545454545454546,4.0,4.0,True
759,1007,resp3447,resp2249,TM,TM,0.7140043482718804,0.5236363636363637,4.0,2.0,False
760,1009,resp3452,resp4166,TL,E,0.7621756557225942,0.324,6.0,3.0,False
761,1010,resp3453,resp232,TL,E,0.733521447935052,0.05,11.0,16.0,False
762,1011,resp3455,resp2322,TL,E,0.929521509930583,0.4725,1.0,2.0,False
763,1012,resp3456,resp2545,MM,TL,0.836759154039093,0.36,2.0,3.0,False
764,1018,resp3459,resp2475,TL,E,0.7774300131669827,0.18,10.0,8.0,False
765,1019,resp346,resp5965,MM,TL,0.7503827799325169,0.34363636363636363,4.0,3.0,False
766,1020,resp3465,resp4842,TL,E,0.7783094782743827,0.12,1.0,1.0,True
767,1024,resp3475,resp1349,TL,E,0.7898670952453057,0.06461538461538463,1.0,7.0,False
768,1025,resp3475,resp2856,TL,E,0.7898670952453057,0.6461538461538461,2.0,1.0,False
769,1027,resp3478,resp2128,TL,E,0.7567918664647197,0.375,7.0,4.0,False
770,1028,resp3480,resp1147,TM,TM,0.8404918129326684,0.64,1.0,1.0,True
771,1031,resp3484,resp4935,TL,E,0.7278912889709516,0.15428571428571428,25.0,19.0,False
772,1032,resp3486,resp4269,TL,E,0.8412991439323149,0.24,3.0,2.0,False
773,1035,resp3490,resp2649,MM,TL,0.8518645333402971,0.451764705882353,1.0,1.0,True
774,1036,resp3497,resp2532,TL,E,0.7421610824297474,0.6545454545454545,5.0,1.0,False
775,1037,resp3498,resp4181,TL,E,0.7883328776101606,0.12705882352941175,3.0,5.0,False
776,1038,resp3499,resp4935,TL,E,0.9463721394622615,0.2463157894736842,1.0,15.0,False
777,1039,resp350,resp4789,TL,E,0.8928651793466872,0.2475,1.0,6.0,False
778,1041,resp3502,resp169,TL,E,0.747730500595599,0.28,9.0,6.0,False
779,1042,resp3502,resp2532,TL,E,0.747730500595599,0.42,3.0,2.0,False
780,1044,resp3505,resp5913,TL,E,0.7970103480150645,0.5760000000000001,2.0,2.0,True
781,1045,resp3508,resp3756,TL,E,0.7588589337357452,0.09,4.0,11.0,False
782,1046,resp351,resp2562,TL,E,0.760584253323396,0.5929411764705883,7.0,1.0,False
783,1048,resp3511,resp5203,MM,TL,0.8787922493768204,0.23142857142857146,1.0,1.0,True
784,1049,resp3512,resp3545,TL,E,0.7962747414566128,0.6171428571428571,13.0,3.0,False
785,1050,resp3513,resp6098,TL,E,0.8509194262679521,0.064,1.0,7.0,False
786,1051,resp3516,resp2475,TL,E,0.8849121047088011,0.7384615384615385,1.0,1.0,True
787,1052,resp3521,resp6116,TL,E,0.005228730461812483,0.24,1.0,1.0,True
788,1057,resp3536,resp716,TL,E,0.5653138918372684,0.36,3.0,1.0,False
789,1058,resp3538,resp4935,TL,E,0.781544380071795,0.051428571428571435,18.0,23.0,False
790,1059,resp3539,resp2584,TL,E,0.7377852114333349,0.66,2.0,1.0,False
791,1060,resp3541,resp2066,TL,E,0.8642893508186139,0.56,1.0,2.0,False
792,1061,resp3541,resp4643,TL,E,0.8642893508186139,0.07,3.0,10.0,False
793,1062,resp3545,resp2831,MM,TL,0.8758341433867189,0.66,1.0,1.0,True
794,1063,resp3546,resp4541,TL,E,0.7752433412849637,0.18,2.0,3.0,False
795,1064,resp3547,resp5535,TL,E,0.7263431330922471,0.5538461538461538,7.0,1.0,False
796,1065,resp3550,resp3159,TL,E,0.8376571019278364,0.54,3.0,2.0,False
797,1067,resp3557,resp195,TL,E,0.7524376399805556,0.09,4.0,4.0,True
798,1068,resp3558,resp410,TL,E,0.8193188297908648,0.135,1.0,8.0,False
799,1069,resp3558,resp6098,TL,E,0.8193188297908648,0.45,2.0,2.0,True
800,1070,resp356,resp346,TL,E,0.7511349513788778,0.27,3.0,5.0,False
801,1071,resp3562,resp6237,TM,MM,0.7431031246940402,0.6,1.0,1.0,True
802,1072,resp3565,resp4049,TL,E,0.8058065161835342,0.35000000000000003,3.0,4.0,False
803,1073,resp3568,resp1387,MM,TL,0.871689009711557,0.8861538461538462,1.0,1.0,True
804,1074,resp3571,resp3949,MM,TL,0.752418090437457,0.5760000000000001,2.0,1.0,False
805,1075,resp3572,resp5727,MM,TL,0.7716811178683736,0.4114285714285714,3.0,3.0,True
806,1076,resp3574,resp2834,TL,E,0.7585779919304841,0.13263157894736846,7.0,8.0,False
807,1077,resp3575,resp4774,TL,E,0.8588102806950192,0.375,4.0,6.0,False
808,1079,resp3578,resp410,TL,E,0.7672054585615384,0.6857142857142857,3.0,1.0,False
809,1080,resp3579,resp2128,TL,E,0.6613085659660656,0.1,12.0,10.0,False
810,1082,resp3584,resp514,TL,E,0.7811761656445203,0.04,2.0,8.0,False
811,1083,resp3586,resp597,MM,TL,0.8259239092873396,0.2347826086956521,1.0,2.0,False
812,1085,resp3590,resp2475,TL,E,0.7862301226737891,0.3375,9.0,6.0,False
813,1086,resp3590,resp756,TL,E,0.7862301226737891,0.225,2.0,2.0,True
814,1089,resp360,resp4266,MM,TL,0.7249638597846764,0.3,6.0,4.0,False
815,1090,resp3601,resp3989,TM,MM,0.8340768242825944,0.05052631578947368,6.0,8.0,False
816,1091,resp3602,resp1071,TL,E,0.8760213674447322,0.3150000000000001,1.0,1.0,True
817,1092,resp3605,resp2303,MM,TL,0.6938355535909992,0.22153846153846155,1.0,1.0,True
818,1093,resp3606,resp828,TL,E,0.821371540192706,0.32,4.0,2.0,False
819,1094,resp3608,resp534,MM,TL,0.7650570254655946,0.4,3.0,2.0,False
820,1095,resp3609,resp1559,TL,E,0.7217155816624692,0.192,13.0,8.0,False
821,1096,resp3613,resp1841,MM,TL,0.6689838724901371,0.12,5.0,4.0,False
822,1100,resp3617,resp5913,TL,E,0.7260214291622743,0.21600000000000005,10.0,7.0,False
823,1101,resp3618,resp3595,TL,E,0.6872714698597892,0.5485714285714286,7.0,1.0,False
824,1103,resp362,resp5618,TL,E,0.716650118613243,0.08470588235294119,7.0,8.0,False
825,1105,resp3620,resp1606,TM,MM,0.8773811394115415,0.7799999999999999,1.0,1.0,True
826,1106,resp3620,resp3458,TM,MM,0.8773811394115415,0.195,1.0,4.0,False
827,1107,resp3623,resp2584,TL,E,0.7002482732122616,0.36,3.0,3.0,True
828,1109,resp3626,resp4935,TL,E,0.8083293963028666,0.27,9.0,14.0,False
829,1110,resp3626,resp5913,TL,E,0.8083293963028666,0.72,1.0,1.0,True
830,1111,resp3628,resp608,TL,E,0.781246393462293,0.06,2.0,5.0,False
831,1112,resp363,resp2475,TL,E,0.8063412773685784,0.4,8.0,4.0,False
832,1113,resp3632,resp105,TL,E,0.6916987891373371,0.3692307692307693,1.0,1.0,True
833,1114,resp3634,resp2834,TL,E,0.7583674220506977,0.24,8.0,6.0,False
834,1115,resp3639,resp11,MM,TL,0.7337006282581772,0.4114285714285714,10.0,7.0,False
835,1116,resp3640,resp1022,MM,TL,0.7888954004209662,0.06,2.0,2.0,True
836,1117,resp3643,resp1379,TL,E,0.739520841628428,0.09333333333333332,7.0,5.0,False
837,1119,resp3644,resp5484,TL,E,0.7291540335227895,0.36,11.0,5.0,False
838,1121,resp3651,resp4657,TL,E,0.7838615066768281,0.14400000000000002,3.0,4.0,False
839,1122,resp3655,resp6098,TL,E,0.6897585452398834,0.12,7.0,6.0,False
840,1123,resp3658,resp2950,TL,E,0.7236123406082877,0.16500000000000006,16.0,9.0,False
841,1126,resp3660,resp573,TL,E,0.7789446791306706,0.42857142857142855,8.0,6.0,False
842,1127,resp3665,resp2659,TL,E,0.7552228439357673,0.18947368421052632,4.0,8.0,False
843,1128,resp3665,resp3756,TL,E,0.7552228439357673,0.18947368421052632,5.0,9.0,False
844,1129,resp3667,resp1022,MM,TL,0.854690642245468,0.09428571428571428,1.0,1.0,True
845,1130,resp3668,resp369,MM,TL,0.7221873209661666,0.4114285714285714,1.0,1.0,True
846,1132,resp3670,resp1929,MM,TL,0.6535964033469388,0.4114285714285714,1.0,1.0,True
847,1134,resp3674,resp2832,TL,E,0.8325517714269811,0.06,2.0,2.0,True
848,1135,resp3674,resp4799,TL,E,0.8325517714269811,0.48,2.0,3.0,False
849,1136,resp3675,resp4452,TL,E,0.7838240246557563,0.16363636363636366,3.0,4.0,False
850,1137,resp3676,resp2562,TL,E,0.7381839064949037,0.075,9.0,11.0,False
851,1138,resp368,resp2865,MM,TL,0.7229549875490758,0.2742857142857143,3.0,3.0,True
852,1139,resp3683,resp4373,MM,TL,0.8087779224764259,0.04,1.0,1.0,True
853,1140,resp3684,resp5267,TL,E,0.8030625038029509,0.384,4.0,5.0,False
854,1141,resp3687,resp844,TL,E,0.7197855224567957,0.5142857142857142,2.0,2.0,True
855,1142,resp3699,resp5481,TL,E,0.7139421527711598,0.28800000000000003,7.0,6.0,False
856,1143,resp3701,resp5788,TL,E,0.7484640805271827,0.12,11.0,11.0,True
857,1144,resp3709,resp5618,TL,E,0.7557870973135321,0.3692307692307692,4.0,5.0,False
858,1145,resp371,resp2681,TL,E,0.6723989679642364,0.5760000000000001,4.0,1.0,False
859,1148,resp3712,resp4914,TL,E,0.8028252286621376,0.48,4.0,1.0,False
860,1149,resp3713,resp5913,TL,E,0.750142404705557,0.12,9.0,10.0,False
861,1150,resp3715,resp4308,TL,E,0.8056675428893065,0.36,5.0,6.0,False
862,1151,resp3716,resp3520,TL,E,0.7586833207269199,0.162,7.0,7.0,True
863,1153,resp3729,resp2378,TL,E,0.8040472765794787,0.36,4.0,5.0,False
864,1155,resp3734,resp4326,TL,E,0.7350063594128703,0.225,4.0,2.0,False
865,1156,resp3736,resp5955,MM,TL,0.7451976100207224,0.36,3.0,2.0,False
866,1157,resp3739,resp4214,TL,E,0.7495592769502872,0.18,4.0,9.0,False
867,1158,resp3746,resp5970,TL,E,0.7997322450907854,0.72,3.0,1.0,False
868,1160,resp3748,resp5237,MM,TL,0.853755824355512,0.48,1.0,1.0,True
869,1161,resp375,resp5022,TL,E,0.8616090316754708,0.4235294117647059,1.0,1.0,True
870,1162,resp3751,resp2128,TL,E,0.8089277451453727,0.5760000000000001,2.0,1.0,False
871,1163,resp3751,resp448,TL,E,0.8089277451453727,0.048,1.0,2.0,False
872,1164,resp3752,resp1038,TM,MM,0.7243531519056929,0.6545454545454545,1.0,1.0,True
873,1165,resp3755,resp4326,TL,E,0.9158115999567478,0.07799999999999999,1.0,6.0,False
874,1167,resp3759,resp4483,TL,E,0.6716877518869155,0.28800000000000003,4.0,3.0,False
875,1168,resp3763,resp2017,TL,E,0.5973305448028967,0.12,5.0,3.0,False
876,1170,resp3767,resp1252,TL,E,0.832118041241057,0.252,1.0,1.0,True
877,1173,resp3771,resp553,TL,E,0.7182592160032352,0.3,4.0,3.0,False
878,1174,resp3774,resp5884,TL,E,0.8873104528017611,0.4666666666666666,2.0,3.0,False
879,1175,resp3775,resp5873,TL,E,0.8252586128795162,0.05684210526315789,4.0,4.0,True
880,1176,resp3776,resp4771,TL,E,0.7386828816919395,0.12,7.0,7.0,True
881,1177,resp3779,resp514,TL,E,0.7786601932750149,0.18,4.0,3.0,False
882,1178,resp378,resp5788,TL,E,0.8013351499621544,0.21,6.0,8.0,False
883,1179,resp3780,resp4643,TL,E,0.8680423547778983,0.5866666666666666,2.0,1.0,False
884,1182,resp3785,resp1879,MM,TL,0.750139707005963,0.36,1.0,1.0,True
885,1183,resp3791,resp4230,TL,E,0.7331712457882309,0.28,5.0,3.0,False
886,1185,resp3797,resp3198,MM,TL,0.7788706560688887,0.54,2.0,2.0,True
887,1186,resp3798,resp399,TL,E,0.7467932495501517,0.32,4.0,4.0,True
888,1188,resp380,resp4789,TL,E,0.7213250529208286,0.28,8.0,5.0,False
889,1189,resp3800,resp2378,TL,E,0.7160316178581152,0.6,7.0,1.0,False
890,1191,resp3802,resp5618,TL,E,0.7083679830987297,0.05333333333333333,9.0,9.0,True
891,1192,resp3804,resp4214,TL,E,0.7162193309575667,0.27,7.0,7.0,True
892,1193,resp3804,resp4654,TL,E,0.7162193309575667,0.18,6.0,5.0,False
893,1194,resp3804,resp4657,TL,E,0.7162193309575667,0.18,6.0,3.0,False
894,1195,resp3809,resp2979,TL,E,0.7273801570495453,0.6,1.0,1.0,True
895,1201,resp382,resp3781,TL,E,0.7788277400924543,0.05,4.0,5.0,False
896,1202,resp3823,resp11,MM,TL,0.7919277176494435,0.7799999999999999,4.0,1.0,False
897,1204,resp3829,resp5788,TL,E,0.7729576002086966,0.5538461538461539,9.0,1.0,False
898,1205,resp3836,resp848,TL,E,0.797980324585037,0.048,4.0,5.0,False
899,1206,resp3838,resp3614,TL,E,0.013071826154531209,0.1,2.0,2.0,True
900,1207,resp3839,resp4711,MM,TL,0.6917086601243071,0.6,1.0,1.0,True
901,1208,resp3841,resp3520,TL,E,0.7433934739472285,0.21600000000000005,8.0,5.0,False
902,1209,resp3845,resp4761,MM,TL,0.7129795062252982,0.4363636363636363,5.0,1.0,False
903,1210,resp3846,resp3756,TL,E,1.0,1.0,1.0,1.0,True
904,1211,resp3847,resp4952,TL,E,0.7936147096405631,0.48,2.0,1.0,False
905,1212,resp3851,resp4326,TL,E,0.7251221723270739,0.3692307692307692,5.0,1.0,False
906,1217,resp3874,resp5822,TL,E,0.7916982288155435,0.35000000000000003,6.0,5.0,False
907,1218,resp3876,resp132,MM,TL,0.7208341118728687,0.2,8.0,7.0,False
908,1219,resp3879,resp5884,TL,E,0.7987190872497116,0.4,5.0,4.0,False
909,1221,resp3885,resp4774,TL,E,0.8415516150132061,0.135,5.0,10.0,False
910,1222,resp3887,resp1376,TM,MM,0.801531065846454,0.08,6.0,8.0,False
911,1223,resp3890,resp3356,MM,TL,0.8795938950217767,0.7799999999999999,1.0,1.0,True
912,1224,resp3890,resp3494,MM,TL,0.8795938950217767,0.52,1.0,2.0,False
913,1225,resp3893,resp3458,TM,TM,0.8586753183669895,0.72,2.0,1.0,False
914,1226,resp3894,resp514,TL,E,0.7805176511928291,0.1,3.0,5.0,False
915,1227,resp3899,resp3949,MM,TL,0.7389886926081422,0.48,3.0,2.0,False
916,1229,resp3901,resp4214,TL,E,0.7955404915130226,0.5760000000000001,1.0,1.0,True
917,1230,resp3902,resp5941,TL,E,0.7223253711992499,0.48,10.0,3.0,False
918,1231,resp3904,resp2066,TL,E,0.8038705071136861,0.2025,3.0,5.0,False
919,1232,resp3905,resp5955,MM,TL,0.7446419673672298,0.18,4.0,3.0,False
920,1233,resp3906,resp2659,TL,E,0.8147464542451913,0.3657142857142857,2.0,5.0,False
921,1235,resp3908,resp2250,MM,TL,0.7255409837277184,0.29538461538461536,3.0,1.0,False
922,1236,resp3909,resp4809,TL,E,0.7666342905307463,0.4,6.0,4.0,False
923,1237,resp391,resp1772,TL,E,0.8281772256669445,0.35000000000000003,4.0,1.0,False
924,1238,resp3913,resp5970,TL,E,0.8193597834462577,0.16500000000000006,1.0,5.0,False
925,1239,resp392,resp5427,TL,E,0.7853637326382633,0.48,4.0,4.0,True
926,1241,resp3921,resp494,MM,TL,0.7659507419104636,0.04,5.0,5.0,True
927,1242,resp3924,resp4812,TL,E,0.7997322450907854,0.19285714285714284,5.0,8.0,False
928,1243,resp3929,resp82,MM,TL,0.8370155140740313,0.6,1.0,1.0,True
929,1244,resp3935,resp2696,TL,E,0.755501305601043,0.24,4.0,3.0,False
930,1245,resp3935,resp3978,TL,E,0.755501305601043,0.24,2.0,3.0,False
931,1246,resp3935,resp460,TL,E,0.755501305601043,0.24,3.0,2.0,False
932,1247,resp3937,resp35,MM,TL,0.706589248030621,0.5333333333333333,7.0,2.0,False
933,1248,resp3940,resp5913,TL,E,0.7636314090946533,0.54,6.0,4.0,False
934,1249,resp3941,resp5977,TL,E,0.7463172385551735,0.19636363636363635,4.0,2.0,False
935,1251,resp3947,resp2954,TL,E,0.8077403832135617,0.3,5.0,9.0,False
936,1252,resp3949,resp4571,TM,MM,0.8309059117815203,0.10956521739130436,17.0,13.0,False
