,index,src,to,to_hierarchy,src_hierarchy,clocent,weights,clo_rank,weight_rank,optimal
1545,2034,resp5838,resp965,MM,TL,0.9287315483074124,0.4421052631578947,1.0,2.0,False
1546,2035,resp5839,resp2072,TL,E,0.8131814578641647,0.09,4.0,6.0,False
1547,2036,resp5845,resp5584,TL,E,0.6928196038726048,0.225,7.0,5.0,False
1548,2037,resp5846,resp1534,MM,TL,0.796352109775837,0.3333333333333333,2.0,2.0,True
1549,2038,resp5847,resp4230,TL,E,0.781060267195208,0.6,4.0,1.0,False
1550,2039,resp5848,resp2659,TL,E,0.7061774001578683,0.5142857142857142,5.0,2.0,False
1551,2040,resp5850,resp689,MM,TL,0.8476632447836296,0.55,2.0,2.0,True
1552,2042,resp5855,resp3989,TM,MM,0.8326558356445638,0.075,7.0,4.0,False
1553,2043,resp5856,resp4812,TL,E,0.8137870142295504,0.2945454545454545,3.0,6.0,False
1554,2044,resp5858,resp2373,TL,E,0.7916599936069656,0.45,5.0,7.0,False
1555,2045,resp5864,resp5267,TL,E,0.7580167319133333,0.21600000000000005,9.0,8.0,False
1556,2046,resp5865,resp1697,TL,E,0.6949548261265401,0.2025,1.0,1.0,True
1557,2048,resp587,resp5970,TL,E,0.7787226521437449,0.24545454545454545,5.0,4.0,False
1558,2049,resp5873,resp3006,MM,TL,0.7966617334577095,0.6666666666666666,2.0,1.0,False
1559,2050,resp5874,resp4657,TL,E,0.8084091250000409,0.06,2.0,6.0,False
1560,2051,resp5876,resp4812,TL,E,0.7881201897988284,0.07,7.0,13.0,False
1561,2052,resp5879,resp2543,TL,E,0.7765685325460581,0.43200000000000005,4.0,1.0,False
1562,2054,resp5883,resp514,TL,E,0.7761416585050108,0.24,9.0,2.0,False
1563,2055,resp5884,resp5617,MM,TL,0.8622435341447493,0.035,1.0,3.0,False
1564,2056,resp5886,resp195,TL,E,0.7783094782743827,0.3,3.0,2.0,False
1565,2057,resp5888,resp2047,MM,TL,0.6640759038195183,0.63,1.0,2.0,False
1566,2058,resp5888,resp5657,MM,TL,0.6640759038195183,0.15750000000000006,7.0,3.0,False
1567,2059,resp5889,resp5846,TL,E,0.7102609223807717,0.375,1.0,5.0,False
1568,2060,resp589,resp3194,MM,TL,0.6713951188869888,0.72,4.0,1.0,False
1569,2063,resp5894,resp1965,TL,E,0.68868675467308,0.4114285714285714,1.0,1.0,True
1570,2064,resp5894,resp3400,TL,E,0.68868675467308,0.3428571428571429,1.0,1.0,True
1571,2065,resp5896,resp3640,TL,E,0.8222673444559747,0.42,1.0,1.0,True
1572,2066,resp5896,resp4417,TL,E,0.8222673444559747,0.35000000000000003,2.0,4.0,False
1573,2067,resp5896,resp930,TL,E,0.8222673444559747,0.105,2.0,8.0,False
1574,2068,resp5897,resp2039,TL,E,0.7849124606218075,0.5538461538461538,5.0,2.0,False
1575,2069,resp5898,resp5618,TL,E,0.780457495361265,0.24,2.0,7.0,False
1576,2072,resp5910,resp3595,TL,E,0.7530025186102178,0.4400000000000001,2.0,2.0,True
1577,2073,resp5913,resp1534,MM,TL,0.8156091067581764,0.19636363636363635,1.0,3.0,False
1578,2074,resp5919,resp4088,TL,E,0.7186198523762206,0.19636363636363635,1.0,1.0,True
1579,2075,resp5924,resp1376,TM,MM,0.775407371221657,0.12,15.0,7.0,False
1580,2076,resp5925,resp1379,TL,E,0.7785747044564373,0.052500000000000005,3.0,8.0,False
1581,2078,resp5932,resp3977,TL,E,0.8185823634270079,0.04235294117647058,1.0,1.0,True
1582,2079,resp5934,resp4724,TL,E,0.8172356081177501,0.135,2.0,1.0,False
1583,2080,resp5935,resp4230,TL,E,0.7859288075832039,0.4,2.0,2.0,True
1584,2081,resp5936,resp4823,TL,E,0.7645931166391077,0.384,4.0,4.0,True
1585,2082,resp5941,resp2339,MM,TL,0.796623017331284,0.18,3.0,3.0,True
1586,2083,resp5941,resp494,MM,TL,0.796623017331284,0.48,4.0,1.0,False
1587,2084,resp5942,resp4261,TL,E,0.7373206111742457,0.12,5.0,4.0,False
1588,2085,resp5945,resp2885,TL,E,0.6603287386518853,0.48,2.0,3.0,False
1589,2087,resp5952,resp4871,MM,TL,0.7174435941614694,0.384,1.0,2.0,False
1590,2088,resp5954,resp3259,TL,E,0.7068612258570862,0.21600000000000005,5.0,8.0,False
1591,2090,resp5957,resp3752,MM,TL,0.7285393284307183,0.5485714285714286,5.0,3.0,False
1592,2092,resp5963,resp2950,TL,E,0.796678670506383,0.04363636363636364,10.0,20.0,False
1593,2093,resp5965,resp1701,TM,MM,0.8418731358238318,0.16941176470588235,3.0,3.0,True
1594,2097,resp5975,resp3328,MM,TL,0.7208175466173796,0.048,2.0,1.0,False
1595,2098,resp5977,resp5965,MM,TL,0.8073738771425814,0.4,2.0,1.0,False
1596,2099,resp5980,resp608,TL,E,0.8003179292855107,0.0825,1.0,4.0,False
1597,2100,resp5982,resp5022,TL,E,0.8260071467687494,0.1,2.0,4.0,False
1598,2101,resp5983,resp1559,TL,E,0.7216942254794628,0.08,14.0,12.0,False
1599,2102,resp5984,resp5298,TL,E,0.6599875922062177,0.32,5.0,6.0,False
1600,2103,resp5988,resp5747,MM,TL,0.7323295017193296,0.26181818181818184,1.0,1.0,True
1601,2104,resp5994,resp5905,TL,E,0.007843095692718726,0.3272727272727273,1.0,1.0,True
1602,2105,resp5995,resp999,MM,TL,0.6888891905210145,0.12,2.0,2.0,True
1603,2106,resp5996,resp3972,MM,TL,0.7756558684385841,0.6171428571428571,1.0,1.0,True
1604,2109,resp6004,resp4759,TL,E,0.007843095692718726,0.324,4.0,3.0,False
1605,2110,resp6006,resp4181,TL,E,0.755188050659994,0.3,9.0,3.0,False
1606,2111,resp6009,resp2249,TM,TM,0.7309748864047193,0.48,3.0,4.0,False
1607,2113,resp6010,resp1204,TL,E,0.7566870621624813,0.5142857142857142,5.0,3.0,False
1608,2116,resp6012,resp3427,TL,E,0.7513532182313046,0.10285714285714287,1.0,1.0,True
1609,2117,resp6013,resp6257,TL,E,0.7279878936351205,0.24,5.0,3.0,False
1610,2118,resp6020,resp1371,MM,TL,0.690571105534073,0.24,5.0,4.0,False
1611,2119,resp6027,resp2047,MM,TL,0.610781100794293,0.64,2.0,1.0,False
1612,2121,resp6028,resp4308,TL,E,0.8240554910328689,0.6,3.0,2.0,False
1613,2122,resp6034,resp5944,MM,TL,0.8002930476153686,0.18,1.0,6.0,False
1614,2124,resp6039,resp4823,TL,E,0.7937299935902494,0.12,1.0,5.0,False
1615,2125,resp6041,resp1355,TL,E,0.722323438550292,0.135,2.0,2.0,True
1616,2126,resp6047,resp5486,MM,TL,0.8114906845359323,0.6545454545454547,1.0,1.0,True
1617,2127,resp6049,resp1944,MM,TL,0.7837116000968555,0.24,7.0,3.0,False
1618,2128,resp6053,resp4643,TL,E,0.8009607238700035,0.4266666666666665,14.0,5.0,False
1619,2129,resp6059,resp2885,TL,E,0.6600407420022482,0.36,3.0,5.0,False
1620,2130,resp6059,resp5298,TL,E,0.6600407420022482,0.36,4.0,4.0,True
1621,2131,resp606,resp903,MM,TL,0.7086019141541362,0.2025,3.0,4.0,False
1622,2132,resp6060,resp5953,TL,E,0.8308344834981058,0.18,2.0,4.0,False
1623,2134,resp6064,resp3545,TL,E,0.7903240840666231,0.36,17.0,8.0,False
1624,2135,resp6068,resp4261,TL,E,0.7490962184049058,0.3428571428571429,1.0,3.0,False
1625,2137,resp6076,resp1908,TL,E,0.7086029407178416,0.2742857142857143,9.0,3.0,False
1626,2138,resp6079,resp4181,TL,E,0.7865696654331014,0.056,5.0,7.0,False
1627,2139,resp6081,resp3545,TL,E,0.8018839559546928,0.27,11.0,10.0,False
1628,2140,resp6084,resp2950,TL,E,0.8895702950901303,0.16615384615384615,2.0,8.0,False
1629,2141,resp6087,resp4643,TL,E,0.8059546638696851,0.4266666666666665,11.0,5.0,False
1630,2142,resp6088,resp3549,TL,E,0.7942677067988734,0.56,4.0,1.0,False
1631,2143,resp6089,resp1252,TL,E,0.7824023592012711,0.192,2.0,2.0,True
1632,2144,resp609,resp473,MM,TL,0.7839628779063098,0.48,2.0,1.0,False
1633,2145,resp6091,resp213,TL,E,0.7380509602713116,0.135,4.0,4.0,True
1634,2146,resp6096,resp4643,TL,E,0.8411521545664983,0.07636363636363636,6.0,9.0,False
1635,2147,resp61,resp3613,TL,E,0.7162373060785897,0.6,2.0,1.0,False
1636,2148,resp6107,resp1687,TL,E,0.7923870946790657,0.5599999999999999,3.0,2.0,False
1637,2149,resp6108,resp2055,TM,TM,0.7725568775391568,0.54,3.0,1.0,False
1638,2151,resp6108,resp5586,TM,TM,0.7725568775391568,0.054000000000000006,1.0,1.0,True
1639,2153,resp6115,resp232,TL,E,0.8063123263014303,0.36,1.0,3.0,False
1640,2154,resp6119,resp1376,TM,MM,0.8168690799634142,0.048,2.0,15.0,False
1641,2155,resp612,resp346,TL,E,0.7674209657128198,0.5454545454545454,1.0,2.0,False
1642,2156,resp6123,resp5588,TL,E,0.8079708116929135,0.055000000000000014,2.0,5.0,False
1643,2159,resp6125,resp466,MM,TL,0.7124527046082157,0.27,2.0,3.0,False
1644,2160,resp6126,resp5481,TL,E,0.7871712934819414,0.6063157894736841,3.0,3.0,True
1645,2161,resp613,resp5846,TL,E,0.7102301485106512,0.4114285714285714,2.0,4.0,False
1646,2162,resp6130,resp2378,TL,E,0.6757961670360253,0.27,9.0,7.0,False
1647,2163,resp6131,resp5941,TL,E,0.7232077931186905,0.48,9.0,3.0,False
1648,2165,resp6133,resp232,TL,E,0.7923307019110089,0.18,2.0,10.0,False
1649,2166,resp6135,resp4812,TL,E,0.7694382194717343,0.48,10.0,2.0,False
1650,2167,resp6144,resp965,MM,TL,0.8602976712304939,0.43200000000000005,3.0,3.0,True
1651,2168,resp6148,resp3989,TM,MM,0.8319179774475148,0.18,8.0,2.0,False
1652,2169,resp6157,resp5484,TL,E,0.7372874478309643,0.07,9.0,12.0,False
1653,2170,resp6158,resp3448,TL,E,0.751960601229253,0.135,17.0,15.0,False
1654,2171,resp6159,resp3,TL,E,0.8115710381040614,0.06461538461538463,1.0,4.0,False
1655,2174,resp617,resp1224,TL,E,0.7219330744176834,0.384,4.0,1.0,False
1656,2175,resp6171,resp5788,TL,E,0.823724212443509,0.18,4.0,9.0,False
1657,2176,resp6173,resp5788,TL,E,0.817561687163383,0.4363636363636363,5.0,4.0,False
1658,2177,resp6174,resp91,MM,TL,0.7760314267682541,0.27,1.0,3.0,False
1659,2178,resp6178,resp4912,TL,E,0.7377865593689731,0.2290909090909091,1.0,1.0,True
1660,2179,resp618,resp5588,TL,E,0.7129766881314602,0.135,4.0,2.0,False
1661,2180,resp6184,resp4774,TL,E,0.7733222544523201,0.2945454545454545,13.0,8.0,False
1662,2181,resp6185,resp930,TL,E,0.7711384043605048,0.20571428571428574,7.0,5.0,False
1663,2183,resp6191,resp3448,TL,E,0.8059448265709145,0.35000000000000003,4.0,8.0,False
1664,2184,resp6191,resp6113,TL,E,0.8059448265709145,0.42,6.0,3.0,False
1665,2185,resp6199,resp3756,TL,E,0.8875534474077058,0.048,2.0,13.0,False
1666,2186,resp6200,resp573,TL,E,0.7556869124818021,0.54,9.0,2.0,False
1667,2187,resp6202,resp4169,TL,E,0.8912631485225004,0.18,2.0,3.0,False
1668,2188,resp6204,resp3414,MM,TL,0.7051200952727993,0.04,6.0,7.0,False
1669,2189,resp6206,resp5267,TL,E,0.8150413597665986,0.3,3.0,6.0,False
1670,2192,resp6214,resp132,MM,TL,0.7509760845146474,0.28,4.0,6.0,False
1671,2193,resp6218,resp1908,TL,E,0.7297674356493693,0.2742857142857143,8.0,3.0,False
1672,2194,resp6219,resp5944,MM,TL,0.6670410337101504,0.384,6.0,2.0,False
1673,2195,resp6220,resp1147,TM,TM,0.7681401981080519,0.45,3.0,3.0,True
1674,2196,resp6220,resp1210,TM,TM,0.7681401981080519,0.045,4.0,4.0,True
1675,2198,resp6222,resp2834,TL,E,0.7435413148700821,0.18,10.0,7.0,False
1676,2199,resp6227,resp1559,TL,E,0.7525876602371714,0.15,4.0,10.0,False
1677,2200,resp6229,resp4654,TL,E,0.8249678826183106,0.2025,1.0,4.0,False
1678,2201,resp6232,resp1703,MM,TL,0.019771137058728457,0.384,1.0,2.0,False
1679,2202,resp6234,resp4214,TL,E,0.7892966018695027,0.07714285714285714,2.0,11.0,False
1680,2203,resp6238,resp4452,TL,E,0.7398497846012742,0.27,6.0,2.0,False
1681,2204,resp6242,resp2343,TL,E,0.7392158659583238,0.45,2.0,3.0,False
1682,2205,resp6244,resp35,MM,TL,0.7054922241285057,0.3428571428571429,10.0,6.0,False
1683,2206,resp6248,resp5873,TL,E,0.8581358929759098,0.32,2.0,2.0,True
1684,2207,resp625,resp742,TL,E,0.7642928342524186,0.3733333333333333,3.0,1.0,False
1685,2208,resp6252,resp5731,TL,E,0.7945379200051297,0.6063157894736841,6.0,1.0,False
1686,2210,resp6255,resp2950,TL,E,0.7794632347896259,0.045,11.0,19.0,False
1687,2212,resp6257,resp534,MM,TL,0.8183780243447742,0.14400000000000002,1.0,3.0,False
1688,2214,resp6266,resp4654,TL,E,0.7920246793350764,0.24,4.0,3.0,False
1689,2216,resp6272,resp1400,MM,TL,0.77528285426312,0.27,1.0,1.0,True
1690,2217,resp6282,resp6174,TL,E,0.7010287802441248,0.24,1.0,1.0,True
1691,2218,resp631,resp2039,TL,E,0.7417129570063947,0.24,10.0,6.0,False
1692,2219,resp633,resp3705,TL,E,0.7787528331466552,0.48,1.0,1.0,True
1693,2220,resp634,resp2856,TL,E,0.7601257513390138,0.04615384615384615,3.0,5.0,False
1694,2221,resp634,resp413,TL,E,0.7601257513390138,0.4615384615384615,3.0,2.0,False
1695,2222,resp636,resp4812,TL,E,0.7913160428494246,0.6,6.0,1.0,False
1696,2223,resp638,resp232,TL,E,0.7352642454639722,0.24,10.0,7.0,False
1697,2225,resp640,resp903,MM,TL,0.7235953875591289,0.384,2.0,3.0,False
1698,2226,resp644,resp5541,TL,E,0.8252170674398829,0.15750000000000006,1.0,2.0,False
1699,2229,resp65,resp4190,TL,E,0.778354633109608,0.6109090909090908,1.0,1.0,True
1700,2230,resp652,resp232,TL,E,0.7688713654762588,0.2475,4.0,6.0,False
1701,2232,resp653,resp514,TL,E,0.781250095154353,0.05,1.0,7.0,False
1702,2233,resp655,resp91,MM,TL,0.7096905685701436,0.28800000000000003,6.0,2.0,False
1703,2234,resp658,resp132,MM,TL,0.7688968444873507,0.3085714285714285,3.0,4.0,False
1704,2235,resp659,resp2950,TL,E,0.8870190382914411,0.07,3.0,13.0,False
1705,2236,resp660,resp5588,TL,E,0.7260857471485573,0.105,3.0,3.0,True
1706,2237,resp661,resp2562,TL,E,0.7951784385412156,0.14400000000000002,6.0,8.0,False
1707,2241,resp671,resp4759,TL,E,0.011764643539078088,0.048,3.0,4.0,False
1708,2242,resp675,resp553,TL,E,0.6214076283265412,0.18,9.0,4.0,False
1709,2243,resp676,resp2128,TL,E,0.7091854212869183,0.056,10.0,12.0,False
1710,2244,resp677,resp4372,MM,TL,0.6652703122720904,0.35000000000000003,2.0,1.0,False
1711,2245,resp680,resp4800,TL,E,0.010457460923624966,0.03692307692307692,2.0,3.0,False
1712,2246,resp681,resp5977,TL,E,0.8264051491295098,0.72,1.0,1.0,True
1713,2247,resp682,resp2545,MM,TL,0.8201797171833198,0.4,3.0,2.0,False
1714,2248,resp688,resp2696,TL,E,0.8136780023839775,0.07764705882352943,1.0,5.0,False
1715,2250,resp688,resp460,TL,E,0.8136780023839775,0.23294117647058826,1.0,3.0,False
1716,2252,resp689,resp2461,TM,MM,0.8848643361741338,0.2557894736842105,1.0,3.0,False
1717,2253,resp689,resp3447,TM,MM,0.8848643361741338,0.05684210526315789,1.0,4.0,False
1718,2254,resp689,resp6009,TM,MM,0.8848643361741338,0.6821052631578947,1.0,1.0,True
1719,2255,resp690,resp4789,TL,E,0.743035756657714,0.3733333333333333,7.0,2.0,False
1720,2257,resp695,resp2950,TL,E,0.8281772256669445,0.135,6.0,11.0,False
1721,2259,resp698,resp5977,TL,E,0.7643079138166564,0.18,3.0,3.0,True
1722,2260,resp699,resp1376,TM,MM,0.7770192385292207,0.225,14.0,3.0,False
1723,2261,resp700,resp1385,TL,E,0.8752262175036484,0.5,1.0,2.0,False
1724,2262,resp709,resp553,TL,E,0.6584657892918651,0.3,8.0,3.0,False
1725,2263,resp71,resp947,MM,TL,0.7377852114333349,0.11076923076923076,3.0,6.0,False
1726,2264,resp715,resp4935,TL,E,0.7452992555981555,0.384,24.0,10.0,False
1727,2265,resp716,resp4298,MM,TL,0.6171961228821052,0.384,4.0,2.0,False
1728,2267,resp719,resp5731,TL,E,0.8337798488110799,0.3085714285714285,4.0,5.0,False
1729,2268,resp723,resp1594,TL,E,0.7856523721597357,0.45,1.0,1.0,True
1730,2269,resp725,resp413,TL,E,0.7485666192175463,0.3,4.0,3.0,False
1731,2271,resp730,resp2979,TL,E,0.7058272295562557,0.384,2.0,2.0,True
1732,2272,resp742,resp3752,MM,TL,0.8128185564350587,0.7854545454545454,1.0,2.0,False
1733,2273,resp743,resp1379,TL,E,0.7957722135844376,0.36,2.0,2.0,True
1734,2274,resp747,resp5913,TL,E,0.7690050585300164,0.2907692307692308,3.0,6.0,False
1735,2275,resp748,resp1124,MM,TL,0.7843115706998005,0.6,2.0,1.0,False
1736,2276,resp749,resp2373,TL,E,0.7921394100949997,0.36,3.0,10.0,False
1737,2280,resp753,resp2562,TL,E,0.8720136093002356,0.4447058823529412,1.0,2.0,False
1738,2281,resp754,resp4330,TL,E,0.8255079733910375,0.10285714285714287,3.0,3.0,True
1739,2282,resp754,resp828,TL,E,0.8255079733910375,0.10285714285714287,3.0,5.0,False
1740,2283,resp755,resp965,MM,TL,0.8464376653736359,0.12,6.0,6.0,True
1741,2284,resp756,resp5410,MM,TL,0.7425645222027556,0.3,1.0,1.0,True
1742,2285,resp759,resp4541,TL,E,0.6989785758116357,0.24,3.0,2.0,False
1743,2286,resp761,resp2903,TL,E,0.5205250286736796,0.27,9.0,5.0,False
1744,2287,resp762,resp5787,TL,E,0.6059706416630006,0.24,5.0,4.0,False
1745,2288,resp764,resp1371,MM,TL,0.6922552987486862,0.3323076923076924,2.0,3.0,False
1746,2289,resp766,resp3159,TL,E,0.8697464757057267,0.4114285714285714,1.0,3.0,False
1747,2290,resp766,resp5523,TL,E,0.8697464757057267,0.5142857142857142,2.0,1.0,False
1748,2292,resp772,resp144,MM,TL,0.9431472752320491,0.42,1.0,1.0,True
1749,2293,resp772,resp2056,MM,TL,0.9431472752320491,0.42,1.0,1.0,True
1750,2294,resp776,resp3955,TL,E,0.013071826154531209,0.5454545454545454,1.0,1.0,True
1751,2295,resp784,resp4417,TL,E,0.7914450238447175,0.2742857142857143,7.0,5.0,False
1752,2296,resp784,resp737,TL,E,0.7914450238447175,0.2742857142857143,3.0,2.0,False
1753,2297,resp788,resp5484,TL,E,0.7885981436844417,0.448,2.0,4.0,False
1754,2303,resp797,resp4571,TM,MM,0.816303274859022,0.052500000000000005,19.0,18.0,False
1755,2304,resp800,resp213,TL,E,0.7060695997426701,0.27,9.0,2.0,False
1756,2305,resp804,resp3892,MM,TL,0.7397024986353767,0.6,1.0,1.0,True
1757,2306,resp805,resp1222,TL,E,0.7178029889931147,0.05,1.0,1.0,True
1758,2307,resp808,resp4923,TL,E,0.895107946684095,0.06545454545454546,1.0,4.0,False
1759,2308,resp811,resp4774,TL,E,0.8120937244303111,0.075,7.0,12.0,False
1760,2309,resp812,resp3259,TL,E,0.6627895773744876,0.64,9.0,2.0,False
1761,2310,resp817,resp3448,TL,E,0.7883096964329053,0.08,8.0,18.0,False
1762,2311,resp819,resp3989,TM,MM,0.8458262036958633,0.05,5.0,9.0,False
1763,2312,resp822,resp2649,MM,TL,0.761998504445232,0.15999999999999998,4.0,4.0,True
1764,2313,resp824,resp2567,MM,TL,0.7729940501568344,0.135,6.0,4.0,False
1765,2314,resp825,resp132,MM,TL,0.7844992499461991,0.48,2.0,2.0,True
1766,2315,resp826,resp2373,TL,E,0.7671031055104197,0.6109090909090908,10.0,2.0,False
1767,2316,resp828,resp1723,MM,TL,0.8666197106860075,0.06,5.0,6.0,False
1768,2317,resp828,resp2558,MM,TL,0.8666197106860075,0.27,1.0,2.0,False
1769,2318,resp83,resp5484,TL,E,0.7499523283687971,0.18,8.0,10.0,False
1770,2319,resp831,resp2373,TL,E,0.7587184368260046,0.45,15.0,7.0,False
1771,2320,resp832,resp1204,TL,E,0.7655572495622003,0.48,4.0,4.0,True
1772,2321,resp834,resp2128,TL,E,0.7983457678265337,0.4,3.0,3.0,True
1773,2322,resp837,resp2659,TL,E,0.7055529560377838,0.3085714285714285,6.0,7.0,False
1774,2323,resp843,resp410,TL,E,0.7268262239004049,0.252,8.0,5.0,False
1775,2324,resp845,resp11,MM,TL,0.7375860253611335,0.3818181818181817,8.0,8.0,True
1776,2325,resp847,resp2480,TL,E,0.8538618111934702,0.448,2.0,2.0,True
1777,2326,resp851,resp2859,MM,TL,0.660482898625443,0.36,1.0,2.0,False
1778,2327,resp851,resp5388,MM,TL,0.660482898625443,0.135,1.0,1.0,True
1779,2328,resp852,resp3182,TL,E,0.7961587171609029,0.12,1.0,2.0,False
1780,2329,resp855,resp1396,MM,TL,0.5885085246607723,0.21600000000000005,2.0,1.0,False
1781,2330,resp856,resp1944,MM,TL,0.8169912194789588,0.2,3.0,4.0,False
1782,2331,resp858,resp3545,TL,E,0.7961973881691193,0.045,14.0,20.0,False
1783,2332,resp860,resp2903,TL,E,0.6180338509077341,0.21600000000000005,6.0,6.0,True
1784,2333,resp864,resp514,TL,E,0.7770508669241095,0.135,5.0,4.0,False
1785,2334,resp871,resp4166,TL,E,0.8235172985494011,0.12,5.0,6.0,False
1786,2335,resp872,resp2950,TL,E,0.7218968524078844,0.12,17.0,12.0,False
1787,2338,resp875,resp4799,TL,E,0.8310744183545847,0.06285714285714286,3.0,5.0,False
1788,2339,resp876,resp5047,TL,E,0.6512029777572408,0.48,4.0,2.0,False
1789,2342,resp884,resp5298,TL,E,0.6621727243960125,0.48,1.0,3.0,False
1790,2343,resp885,resp2759,MM,TL,0.8180104709629139,0.4114285714285714,1.0,1.0,True
1791,2344,resp890,resp5731,TL,E,0.7836366683060442,0.1705263157894737,7.0,8.0,False
1792,2349,resp92,resp2264,TL,E,0.8621528337256525,0.24,1.0,3.0,False
1793,2351,resp925,resp4643,TL,E,0.8522466376014263,0.5052631578947369,4.0,3.0,False
1794,2352,resp926,resp3781,TL,E,0.7964385717281149,0.045,3.0,6.0,False
1795,2353,resp930,resp4915,MM,TL,0.8721527974262214,0.4,1.0,1.0,True
1796,2354,resp933,resp143,TL,E,0.8715974488931802,0.04421052631578948,1.0,4.0,False
1797,2355,resp934,resp1477,TL,E,0.7092161046867923,0.32,3.0,3.0,True
1798,2356,resp938,resp1542,MM,TL,0.8200155991808818,0.6666666666666666,1.0,1.0,True
1799,2357,resp954,resp3520,TL,E,0.8020801403154,0.6545454545454547,3.0,1.0,False
1800,2359,resp959,resp4214,TL,E,0.7675647044215129,0.48,3.0,3.0,True
1801,2360,resp96,resp1376,TM,MM,0.7483274059632884,0.4114285714285714,19.0,2.0,False
1802,2361,resp962,resp4049,TL,E,0.7156033667641195,0.28800000000000003,5.0,5.0,True
1803,2362,resp964,resp2250,MM,TL,0.7250259554878955,0.19636363636363635,4.0,3.0,False
1804,2365,resp965,resp4571,TM,MM,0.9462082560393575,0.21,1.0,8.0,False
1805,2366,resp971,resp4230,TL,E,0.7092774794524612,0.24,7.0,4.0,False
1806,2367,resp973,resp2903,TL,E,0.6184576333811144,0.18,5.0,8.0,False
1807,2368,resp979,resp3414,MM,TL,0.762423805936085,0.6666666666666666,1.0,1.0,True
1808,2369,resp98,resp2562,TL,E,0.658000635341435,0.048,14.0,13.0,False
1809,2371,resp982,resp6098,TL,E,0.6968250224292565,0.4430769230769231,6.0,3.0,False
1810,2372,resp987,resp4266,MM,TL,0.7517937913972588,0.48,4.0,2.0,False
1811,2373,resp989,resp5181,TL,E,0.8441274951143637,0.095,1.0,2.0,False
1812,2374,resp99,resp5584,TL,E,0.6971806663672095,0.5714285714285714,4.0,3.0,False
1813,2375,resp993,resp3545,TL,E,0.7907053122196629,0.27,16.0,10.0,False
1814,2376,resp998,resp91,MM,TL,0.70898514123633,0.1,7.0,9.0,False
1815,2377,resp999,resp1376,TM,MM,0.7686444634542733,0.14400000000000002,17.0,6.0,False
